							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
p ʁ y k a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p ʁ y k o	0	0	0.6963549298238341	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ y k a j	-0.415	No change	p ʁ y k a j	-0.415	-0.83	0.30364507017616593	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
s k ʁ ə n a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s k ʁ ə n o	0	0	0.7502601055951177	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s k ʁ ə n a j	-0.55	No change	s k ʁ ə n a j	-0.55	-1.1	0.24973989440488237	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0
s e ɡ a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s e ɡ o	0	0	0.6963549298238341	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s e ɡ a j	-0.415	No change	s e ɡ a j	-0.415	-0.83	0.30364507017616593	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0
s m ø n a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s m ø n o	0	0	0.7502601055951177	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s m ø n a j	-0.55	No change	s m ø n a j	-0.55	-1.1	0.24973989440488237	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0
s m y ʁ k a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s m y ʁ k o	0	0	0.7231218051243898	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
s m y ʁ k a j	-0.48	No change	s m y ʁ k a j	-0.48	-0.96	0.2768781948756101	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1
v ø z a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	v ø z o	0	0	0.6886895621923972	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v ø z a j	-0.397	No change	v ø z a j	-0.397	-0.794	0.31131043780760287	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
ɡ z o v ʁ a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ z o v ʁ o	0	0	0.7231218051243898	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ z o v ʁ a j	-0.48	No change	ɡ z o v ʁ a j	-0.48	-0.96	0.2768781948756101	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1
k n ɛ l	-0.275	No change	k n ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
k n ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	k n o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k ʁ ɛ l	-0.275	No change	k ʁ ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
k ʁ ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	k ʁ o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d ɛ l	-0.275	No change	d ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
d ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d ʁ ɛ l	-0.275	No change	d ʁ ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
d ʁ ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d ʁ o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
n ɛ l	-0.275	No change	n ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
n ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	n o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ ɛ l	-0.275	No change	p ʁ ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
p ʁ ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p ʁ o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
p s ɛ l	-0.275	No change	p s ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
p s ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p s o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ʁ ɛ l	-0.275	No change	ʁ ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
ʁ ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
z ɛ l	-0.275	No change	z ɛ l	-0.275	-0.55	0.9998468592542361	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0
z ɛ l	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	z o	-0.694	-9.334	0.00015314074576395118	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k n ɛ j	-0.06	No change	k n ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
k n ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	k n o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k ʁ ɛ j	-0.06	No change	k ʁ ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
k ʁ ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	k ʁ o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d ɛ j	-0.06	No change	d ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
d ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d ʁ ɛ j	-0.06	No change	d ʁ ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
d ʁ ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d ʁ o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
n ɛ j	-0.06	No change	n ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
n ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	n o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ ɛ j	-0.06	No change	p ʁ ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
p ʁ ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p ʁ o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
p s ɛ j	-0.06	No change	p s ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
p s ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p s o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ʁ ɛ j	-0.06	No change	ʁ ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
ʁ ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
z ɛ j	-0.06	No change	z ɛ j	-0.06	-0.12	0.9999003752200603	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
z ɛ j	-8.64	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	z o	-0.694	-9.334	0.00009962477993968402	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ʃ o t ɛ j	-0.06	No change	ʃ o t ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ʃ o t ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʃ o t o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a n ɛ j	-0.06	No change	f a n ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
f a n ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	f a n o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a ʁ a s ɛ j	-0.06	No change	f a ʁ a s ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
f a ʁ a s ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	f a ʁ a s o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ʁ a s ɛ j	-0.06	No change	ɡ ʁ a s ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ɡ ʁ a s ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ ʁ a s o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ y v ɛ j	-0.06	No change	ʒ y v ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ʒ y v ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʒ y v o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a ʁ t ɛ j	-0.06	No change	p a ʁ t ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
p a ʁ t ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p a ʁ t o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʁ a f ɛ j	-0.06	No change	ʁ a f ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ʁ a f ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ a f o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʁ o m ɛ j	-0.06	No change	ʁ o m ɛ j	-0.06	-0.12	0.9996863753514358	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
ʁ o m ɛ j	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ o m o	0	-8.187	0.0003136246485641371	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ o t ɛ l	-0.275	No change	ʃ o t ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ʃ o t ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʃ o t o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a n ɛ l	-0.275	No change	f a n ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
f a n ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	f a n o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a ʁ a s ɛ l	-0.275	No change	f a ʁ a s ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
f a ʁ a s ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	f a ʁ a s o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ʁ a s ɛ l	-0.275	No change	ɡ ʁ a s ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ɡ ʁ a s ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ ʁ a s o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ y v ɛ l	-0.275	No change	ʒ y v ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ʒ y v ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʒ y v o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p a ʁ t ɛ l	-0.275	No change	p a ʁ t ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
p a ʁ t ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p a ʁ t o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʁ a f ɛ l	-0.275	No change	ʁ a f ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ʁ a f ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ a f o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʁ o m ɛ l	-0.275	No change	ʁ o m ɛ l	-0.275	-0.55	0.9995179593719217	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ʁ o m ɛ l	-8.187	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʁ o m o	0	-8.187	0.0004820406280783186	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d a g	-0.336	No change	d a g	-0.336	-0.672	0.999725147203914	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
d a g	-8.177	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d o	-0.694	-8.870999999999999	0.00027485279608596583	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m i d a g	-0.336	No change	m i d a g	-0.336	-0.672	0.999135072873491	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
m i d a g	-7.724	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	m i d o	0	-7.724	0.0008649271265089665	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d a s	-0.336	No change	d a s	-0.336	-0.672	0.999725147203914	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
d a s	-8.177	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d o	-0.694	-8.870999999999999	0.00027485279608596583	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
m i d a s	-0.336	No change	m i d a s	-0.336	-0.672	0.999135072873491	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
m i d a s	-7.724	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	m i d o	0	-7.724	0.0008649271265089665	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
