		Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]					-0.45251331155102925	-6.218079158708524	0	-7.723056621815753	0	0	0	-6.081785988690437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.551115226280734	-1.642386973878235	-1.7892299045068176	-0.9215037519659213	-0.3128151585483751	-0.372644095956795	-0.2234668344391366	-0.2771882031619328	-0.8424744792452612	-0.08068941668142436	-0.6944044212144013	0	-0.3255631991783392	-3.594072253477134	-0.3255631991783392	0	0	-2.7603847152480934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.462626022328219	-0.4805359556944824	-0.7261099376056993	-1.0836322595080141	-0.22380801967610808	-0.21783452101007697	0	-0.09919414577223414	-0.44164254068618136	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
ʒ a j	-0.436	No change	ʒ a j	-0.436	-0.872	0.9166933142296734	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʒ o	-0.694	-1.147	0.0833066857703267	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p n a j	-0.89	No change	p n a j	-0.89	-1.78	0.8161149174827573	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p n a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p n o	-0.694	-1.147	0.18388508251724264	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ a j	-0.431	No change	p ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
p ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p s a j	-0.464	No change	p s a j	-0.464	-0.928	0.9123157748641284	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
p s a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p s o	-0.694	-1.147	0.0876842251358716	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s a j	-0.33	No change	s a j	-0.33	-0.66	0.9315179737065202	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
s a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s o	-0.694	-1.147	0.06848202629347981	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s k ʁ a j	-0.431	No change	s k ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
s k ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s k ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s n a j	-0.89	No change	s n a j	-0.89	-1.78	0.8161149174827573	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s n a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s n o	-0.694	-1.147	0.18388508251724264	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s p ʁ a j	-0.431	No change	s p ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
s p ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s p ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s t ʁ a j	-0.431	No change	s t ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
s t ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s t ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s v a j	-0.321	No change	s v a j	-0.321	-0.642	0.9326573533041109	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
s v a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s v o	-0.694	-1.147	0.06734264669588912	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t ʁ a j	-0.431	No change	t ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
t ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	t ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v ʁ a j	-0.431	No change	v ʁ a j	-0.431	-0.862	0.9174538057935153	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
v ʁ a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	v ʁ o	-0.694	-1.147	0.08254619420648475	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
z a j	-0.436	No change	z a j	-0.436	-0.872	0.9166933142296734	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
z a j	-0.453	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	z o	-0.694	-1.147	0.0833066857703267	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o s k ʁ a l	-0.642	No change	o s k ʁ a l	-0.642	-1.284	0.6983060044009042	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
o s k ʁ a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	o s k ʁ o	0	0	0.301693995599096	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e ʁ n a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d e ʁ n o	0	0	0.5196787885230305	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e ʁ n a l	-1.101	No change	d e ʁ n a l	-1.101	-2.202	0.48032121147696955	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ i s t a l	-0.725	No change	ʒ i s t a l	-0.725	-1.45	0.6622292008306974	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ʒ i s t a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʒ i s t o	0	0	0.3377707991693026	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ u v a l	-0.532	No change	ɡ u v a l	-0.532	-1.064	0.7425460776322946	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ u v a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ u v o	0	0	0.2574539223677054	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i s t ʁ a l	-0.642	No change	i s t ʁ a l	-0.642	-1.284	0.6983060044009042	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
i s t ʁ a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	i s t ʁ o	0	0	0.301693995599096	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o ʁ n a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	m o ʁ n o	0	0	0.5196787885230305	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o ʁ n a l	-1.101	No change	m o ʁ n a l	-1.101	-2.202	0.48032121147696955	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o ʁ s o d a l	-0.697	No change	o ʁ s o d a l	-0.697	-1.394	0.674639387739517	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o ʁ s o d a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	o ʁ s o d o	0	0	0.3253606122604829	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e ʁ e t a l	-0.591	No change	p e ʁ e t a l	-0.591	-1.182	0.7193509042937511	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p e ʁ e t a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p e ʁ e t o	0	0	0.2806490957062489	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ y k a l	-0.587	No change	p ʁ y k a l	-0.587	-1.174	0.7209631479645543	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ y k a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	p ʁ y k o	0	0	0.2790368520354457	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s k ʁ ə n a l	-0.665	No change	s k ʁ ə n a l	-0.665	-1.33	0.6885274907549254	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s k ʁ ə n a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s k ʁ ə n o	0	0	0.31147250924507464	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s e ɡ a l	-0.692	No change	s e ɡ a l	-0.692	-1.384	0.676830553683542	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s e ɡ a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s e ɡ o	0	0	0.32316944631645805	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s m ø n a l	-0.665	No change	s m ø n a l	-0.665	-1.33	0.6885274907549254	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s m ø n a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s m ø n o	0	0	0.31147250924507464	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s m y ʁ k a l	-0.587	No change	s m y ʁ k a l	-0.587	-1.174	0.7209631479645543	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
s m y ʁ k a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	s m y ʁ k o	0	0	0.2790368520354457	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v ø z a l	-0.646	No change	v ø z a l	-0.646	-1.292	0.6966179375446219	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
v ø z a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	v ø z o	0	0	0.30338206245537813	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ z o v ʁ a l	-0.642	No change	ɡ z o v ʁ a l	-0.642	-1.284	0.6983060044009042	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
ɡ z o v ʁ a l	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ z o v ʁ o	0	0	0.301693995599096	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o s k ʁ a j	-0.431	No change	o s k ʁ a j	-0.431	-0.862	0.7792402093881884	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
o s k ʁ a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	o s k ʁ o	0	0	0.22075979061181153	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e ʁ n a j	-0.89	No change	d e ʁ n a j	-0.89	-1.78	0.5849783533704658	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e ʁ n a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	d e ʁ n o	0	0	0.41502164662953434	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ i s t a j	-0.515	No change	ʒ i s t a j	-0.515	-1.03	0.7489921265109006	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ʒ i s t a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ʒ i s t o	0	0	0.25100787348909936	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ u v a j	-0.321	No change	ɡ u v a j	-0.321	-0.642	0.8147604308341095	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ u v a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	ɡ u v o	0	0	0.1852395691658905	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
i s t ʁ a j	-0.431	No change	i s t ʁ a j	-0.431	-0.862	0.7792402093881884	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
i s t ʁ a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	i s t ʁ o	0	0	0.22075979061181153	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o ʁ n a j	-0.89	No change	m o ʁ n a j	-0.89	-1.78	0.5849783533704658	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o ʁ n a j	0	Delete 1 segment at -2, Mutate the segment(s) at last nucleus to [o]	m o ʁ n o	0	0	0.41502164662953434	0	0	1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
o ʁ s o d a j	-0.486	No change	o ʁ s o d a j	-0.486	-0.972	0.759738095267307	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
