base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	[+low,+syll] ([-syll] ?)*$	[+high,+syll] ([-syll] ?)*$	[-low,+syll] ([-syll] ?)*$	[-high,+syll] ([-syll] ?)*$	[-back,+syll] ([-syll] ?)*$	[-syll] [-syll]$	[-syll] [-syll] [-syll]	[-back,-syll,-lateral] [-syll]	^([-syll] ?)* ?[+syll] ?([-syll] ?)*$	[-syll,+son] [-syll,+son] [+syll]	[-syll,+son] [-syll,-son] [+syll]	[-syll,-son] [-syll,+son] [+syll]	[-syll,-son] [-syll,-son] [+syll]	[-syll] [-syll,+son] [-syll,+son] [+syll]	[-syll] [-syll,+son] [-syll,-son] [+syll]	[-syll] [-syll,-son] [-syll,+son] [+syll]	[-syll] [-syll,-son] [-syll,-son] [+syll]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-5.974552242940602	-7.080785214406037	0	0	0	-4.2561771305512694	0	0	-0.023028404180671647	0	0	0	0	0	-0.0019181206294383972	0	0	0	0	0	0	0	0	-0.5552184554549279	-2.4751728616916506	-0.05277977892617859	0	0	0	-0.09666959127248057	-0.02049130326812116	-0.08003165991654859	0	0	0
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.542845204545006	-6.663528138009077	-0.002999561244166618	0	-1.0613709126246604	-4.131145095558872	-0.08355484612572313	-0.06109619768800446	-0.027281535642495393	-0.006929390254868064	-0.043897923032793475	-0.05887083790642777	-0.05113061421356532	-0.001932449205711937	-0.0009332781437170889	0	-0.009107684785836064	0	0	0	0	0	0	-0.8469231076932109	-1.1253989205506585	-0.07129409275307867	-0.18461907229111219	-0.22579547270552172	-0.10684138898173012	0	-0.03180316471004667	-0.06620479178710803	0	0	0
		Insert [a] at -1					0	0	-2.278193289392715	-2.406301174708261	-0.202225771827821	0	0	-0.12669702634704239	0	-0.0050670327969464385	0	0	0	-0.0011432458822702213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652434	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
gj i b o d	-4.684	Insert [a] at -1	gj i b o d a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s u b o d	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	s u b d a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
s u b o d	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	s u b d a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
s u b o d	-4.684	Insert [a] at -1	s u b o d a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r a b o d	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	r a b d a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r a b o d	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a b d a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r a b o d	-4.684	Insert [a] at -1	r a b o d a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bj e d b	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d b a	-0.097	-4.376	0.604077749200639	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d b	-4.887	Insert [a] at -1	bj e d b a	0	-4.887	0.36238345294876084	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d b	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	bj d b a	-2.044	-7.2669999999999995	0.033538797850600106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b d o b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d b a	-0.705	-0.728	0.561244071072233	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o b	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	b d b a	-0.918	-0.999	0.42801398710922184	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o b	-4.684	Insert [a] at -1	b d o b a	0	-4.684	0.010741941818545235	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b dj e b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d b a	-0.705	-0.728	0.9225835912902729	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e b	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	b dj b a	-2.269	-3.412	0.06300272539376246	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e b	-4.887	Insert [a] at -1	b dj e b a	0	-4.887	0.014413683315964688	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
n u bj e d b	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	n u bj o d b a	-0.097	-4.353000000000001	0.6074743752439346	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
n u bj e d b	-4.887	Insert [a] at -1	n u bj e d b a	0	-4.887	0.3561350431652521	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
n u bj e d b	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	n u bj d b a	-1.972	-7.167999999999999	0.0363905815908133	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
b o d v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b o d v a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d v	-4.684	Insert [a] at -1	b o d v a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d v	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	b d v a	-1.025	-5.186	0.19497347665540565	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
r u b o d v	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r u b o d v a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r u b o d v	-4.684	Insert [a] at -1	r u b o d v a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r u b o d v	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	r u b d v a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m u b d v a	-0.555	-0.555	0.6053939010309582	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	-0.054	Insert [a] at -1, Delete 1 segment at last nucleus	m u b d v a	-0.954	-1.008	0.38485988087221495	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
m u b d o v	-4.684	Insert [a] at -1	m u b d o v a	0	-4.684	0.009746218096826733	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b a b dj e v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b a b d v a	-0.555	-0.555	0.9324444938236814	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
b a b dj e v	-1.116	Insert [a] at -1, Delete 1 segment at last nucleus	b a b dj v a	-2.264	-3.38	0.055302030496688435	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
b a b dj e v	-4.887	Insert [a] at -1	b a b dj e v a	0	-4.887	0.012253475679629946	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d v	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d v a	0	-4.279	0.6290261730893072	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
bj e d v	-4.887	Insert [a] at -1	bj e d v a	0	-4.887	0.3424661656740919	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bj e d v	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	bj d v a	-2.15	-7.372999999999999	0.02850766123660089	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0
b d o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d v a	-0.608	-0.631	0.6100331261378983	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o v	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	b d v a	-1.025	-1.1059999999999999	0.3793704850937997	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o v	-4.684	Insert [a] at -1	b d o v a	0	-4.684	0.010596388768301964	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sh u b d o v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh u b d v a	-0.555	-0.555	0.6053939010309582	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
sh u b d o v	-0.054	Insert [a] at -1, Delete 1 segment at last nucleus	sh u b d v a	-0.954	-1.008	0.38485988087221495	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
sh u b d o v	-4.684	Insert [a] at -1	sh u b d o v a	0	-4.684	0.009746218096826733	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b d o z	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.705	-0.728	0.561244071072233	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	b d z a	-0.918	-0.999	0.42801398710922184	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-4.684	Insert [a] at -1	b d o z a	0	-4.684	0.010741941818545235	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
r u b dj e z	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r u b d z a	-0.652	-0.652	0.9222639613264624	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1
r u b dj e z	-1.116	Insert [a] at -1, Delete 1 segment at last nucleus	r u b dj z a	-2.198	-3.314	0.06438183156129654	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0
r u b dj e z	-4.887	Insert [a] at -1	r u b dj e z a	0	-4.887	0.013354207112241157	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b d o z	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.705	-0.728	0.561244071072233	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	b d z a	-0.918	-0.999	0.42801398710922184	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
b d o z	-4.684	Insert [a] at -1	b d o z a	0	-4.684	0.010741941818545235	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b dj e z	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.705	-0.728	0.9225835912902729	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.412	0.06300272539376246	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.014413683315964688	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d z a	-0.097	-4.376	0.604077749200639	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d z	-4.887	Insert [a] at -1	bj e d z a	0	-4.887	0.36238345294876084	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	bj d z a	-2.044	-7.2669999999999995	0.033538797850600106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b dj e z	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.705	-0.728	0.9225835912902729	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.412	0.06300272539376246	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.014413683315964688	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj o d z a	-0.097	-4.376	0.604077749200639	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
bj e d z	-4.887	Insert [a] at -1	bj e d z a	0	-4.887	0.36238345294876084	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bj e d z	-5.223	Insert [a] at -1, Delete 1 segment at last nucleus	bj d z a	-2.044	-7.2669999999999995	0.033538797850600106	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0
b dj e z	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d z a	-0.705	-0.728	0.9225835912902729	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1
b dj e z	-1.143	Insert [a] at -1, Delete 1 segment at last nucleus	b dj z a	-2.269	-3.412	0.06300272539376246	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0
b dj e z	-4.887	Insert [a] at -1	b dj e z a	0	-4.887	0.014413683315964688	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u bj e d r	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u bj o d r a	0	-4.256	0.6325472696110762	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
b u bj e d r	-4.887	Insert [a] at -1	b u bj e d r a	0	-4.887	0.336552768443225	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b u bj e d r	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	b u bj d r a	-2.079	-7.275	0.030899961945698655	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
zh u b o d r	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh u b o d r a	0	-4.256	0.47915910090920383	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh u b o d r	-4.684	Insert [a] at -1	zh u b o d r a	0	-4.684	0.3123213714773165	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh u b o d r	-4.134	Insert [a] at -1, Delete 1 segment at last nucleus	zh u b d r a	-0.954	-5.088	0.2085195276134796	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
kj i bj e d r	-4.256	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	kj i bj o d r a	0	-4.256	0.6325472696110762	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
kj i bj e d r	-4.887	Insert [a] at -1	kj i bj e d r a	0	-4.887	0.336552768443225	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
kj i bj e d r	-5.196	Insert [a] at -1, Delete 1 segment at last nucleus	kj i bj d r a	-2.079	-7.275	0.030899961945698655	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0
b d o r	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b d r a	-0.608	-0.631	0.6100331261378983	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o r	-0.081	Insert [a] at -1, Delete 1 segment at last nucleus	b d r a	-1.025	-1.1059999999999999	0.3793704850937997	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
b d o r	-4.684	Insert [a] at -1	b d o r a	0	-4.684	0.010596388768301964	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
sh u b dj e r	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	sh u b d r a	-0.555	-0.555	0.9324444938236814	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1
sh u b dj e r	-1.116	Insert [a] at -1, Delete 1 segment at last nucleus	sh u b dj r a	-2.264	-3.38	0.055302030496688435	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0
sh u b dj e r	-4.887	Insert [a] at -1	sh u b dj e r a	0	-4.887	0.012253475679629946	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b o d r	-4.279	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b o d r a	0	-4.279	0.4829260479814443	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d r	-4.684	Insert [a] at -1	b o d r a	0	-4.684	0.32210047536315	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
b o d r	-4.161	Insert [a] at -1, Delete 1 segment at last nucleus	b d r a	-1.025	-5.186	0.19497347665540565	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0
gj e b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g b a	-0.149	-0.172	0.9048995447480997	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
gj e b	-1.092	Insert [a] at -1, Delete 1 segment at last nucleus	gj b a	-1.422	-2.5140000000000002	0.08699267652697751	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0
gj e b	-4.887	Insert [a] at -1	gj e b a	0	-4.887	0.008107778724922653	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g o b	-0.03	Insert [a] at -1, Delete 1 segment at last nucleus	g b a	-0.071	-0.10099999999999999	0.5150163126444267	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
g o b	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g b a	-0.149	-0.172	0.4797180690523533	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
g o b	-4.684	Insert [a] at -1	g o b a	0	-4.684	0.005265618303219896	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u gj e b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	m u g b a	-0.097	-0.097	0.9035196534443326	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
m u gj e b	-1.064	Insert [a] at -1, Delete 1 segment at last nucleus	m u gj b a	-1.351	-2.415	0.08896987794268135	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
m u gj e b	-4.887	Insert [a] at -1	m u gj e b a	0	-4.887	0.007510468612985959	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b u g o b	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	b u g b a	0	-0.003	0.5209547533017911	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u g o b	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u g b a	-0.097	-0.097	0.47421613183801187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
b u g o b	-4.684	Insert [a] at -1	b u g o b a	0	-4.684	0.004829114860197023	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
