base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	[+low,+syllabic] ([-syllabic] ?)*$	[+high,+syllabic] ([-syllabic] ?)*$	[-low,+syllabic] ([-syllabic] ?)*$	[-high,+syllabic] ([-syllabic] ?)*$	[-back,+syllabic] ([-syllabic] ?)*$	[-syllabic] [-syllabic]$	[-syllabic] [-syllabic] [-syllabic]	[-back,-syllabic,-lateral] [-syllabic]	^([-syllabic] ?)* ?[+syllabic] ?([-syllabic] ?)*$	[-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic,-son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,+son] [-syllabic,-son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,+son] [+syllabic]	[-syllabic] [-syllabic,-son] [-syllabic,-son] [+syllabic]	F: Ident [back]
		Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]					-1.3405860571877677	-3.7472226026017807	0	0	0	0	-0.036129041686355716	0	-0.010462151098244669	-0.015938053174360887	-0.020589727185237272	-0.012225301153593826	-0.003987425749695376	0	-0.0018713948236249345	0	-0.004938168529828332	0	0	0	0	0	0	-0.6604797370766223	0	-0.03854025195326371	-0.06446594331885164	0	-0.02058019324112777	0	-0.022470894024878597	-0.06789435052178272	0	0	-0.2131846581798432
		Insert [a] at -1, Delete 1 segment at last nucleus					-3.54715822261562	-6.663600869851556	-0.00296969578686158	0	-1.061663683595879	-4.136603079508319	-0.08560153567833668	-0.06367133250571061	-0.014484976293864398	-0.0074680347348854495	-0.04469565053354198	-0.060654805558489885	-0.05230966105232167	-0.001928479322663952	-0.0009311178451652732	0	-0.009091655918754694	0	0	0	0	0	0	-0.851774867210477	-1.129982590886077	-0.05901903166393378	-0.177844024012007	-0.22800396006869905	-0.10719299013683492	0	-0.03196806041495292	-0.06596854217127988	0	0	0
		Insert [a] at -1					0	0	-2.278193289391591	-2.406301174707867	-0.2022257718278834	0	0	-0.12669702634696647	0	-0.005067032796928685	0	0	0	-0.0011432458822706625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0031885456059652425	0	0	0	0
							GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GK	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP	GP
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l a f o m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	l a f m a	-0.021	-0.021	0.51967389779249	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l a f o m	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	l a f m a	-0.107	-0.11	0.4754213650976416	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
l a f o m	-4.684	Insert [a] at -1	l a f o m a	0	-4.684	0.004904737109868379	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh u fj e m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh u f m a	-0.234	-0.234	0.8965758304930236	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
zh u fj e m	-1.065	Insert [a] at -1, Delete 1 segment at last nucleus	zh u fj m a	-1.415	-2.48	0.09487714788022376	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
zh u fj e m	-4.887	Insert [a] at -1	zh u fj e m a	0	-4.887	0.008547021626752702	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zh i f o m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh i f m a	-0.021	-0.021	0.51967389779249	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh i f o m	-0.003	Insert [a] at -1, Delete 1 segment at last nucleus	zh i f m a	-0.107	-0.11	0.4754213650976416	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
zh i f o m	-4.684	Insert [a] at -1	zh i f o m a	0	-4.684	0.004904737109868379	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g u fj e m	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	g u f m a	-0.234	-0.234	0.8965758304930236	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g u fj e m	-1.065	Insert [a] at -1, Delete 1 segment at last nucleus	g u fj m a	-1.415	-2.48	0.09487714788022376	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0
g u fj e m	-4.887	Insert [a] at -1	g u fj e m a	0	-4.887	0.008547021626752702	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fj e m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.272	-0.28200000000000003	0.8983026038780394	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
fj e m	-1.079	Insert [a] at -1, Delete 1 segment at last nucleus	fj m a	-1.474	-2.553	0.09271284116792133	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0
fj e m	-4.887	Insert [a] at -1	fj e m a	0	-4.887	0.00898455495403914	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f o m	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m a	-0.059	-0.06899999999999999	0.5257180924701682	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
f o m	-0.017	Insert [a] at -1, Delete 1 segment at last nucleus	f m a	-0.166	-0.183	0.46907615055783114	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
f o m	-4.684	Insert [a] at -1	f o m a	0	-4.684	0.005205756972000642	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b a f m o v	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b a f m v a	-0.747	-0.759	0.5839239493717786	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
b a f m o v	-0.064	Insert [a] at -1, Delete 1 segment at last nucleus	b a f m v a	-1.062	-1.1260000000000001	0.4045481440971812	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
b a f m o v	-4.684	Insert [a] at -1	b a f m o v a	0	-4.684	0.011527906531040268	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
xj i f m o v	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj i f m v a	-0.747	-0.759	0.5839239493717786	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
xj i f m o v	-0.064	Insert [a] at -1, Delete 1 segment at last nucleus	xj i f m v a	-1.062	-1.1260000000000001	0.4045481440971812	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
xj i f m o v	-4.684	Insert [a] at -1	xj i f m o v a	0	-4.684	0.011527906531040268	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
f m o v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m v a	-0.786	-0.809	0.5889936364614927	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
f m o v	-0.078	Insert [a] at -1, Delete 1 segment at last nucleus	f m v a	-1.121	-1.199	0.3987821906019265	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
f m o v	-4.684	Insert [a] at -1	f m o v a	0	-4.684	0.012224172936580891	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
fj e m v	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	fj o m v a	-0.278	-0.28800000000000003	0.9892915887973825	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
fj e m v	-4.887	Insert [a] at -1	fj e m v a	0	-4.887	0.009954145724449071	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fj e m v	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	fj m v a	-2.251	-7.4670000000000005	0.0007542654781683936	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
xj i f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj i f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj i f o m v	-4.684	Insert [a] at -1	xj i f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
xj i f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	xj i f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
f mj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m v a	-0.999	-1.022	0.8972334179213992	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
f mj e v	-1.14	Insert [a] at -1, Delete 1 segment at last nucleus	f mj v a	-2.251	-3.391	0.0839579475307837	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
f mj e v	-4.887	Insert [a] at -1	f mj e v a	0	-4.887	0.01880863454781708	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
s u fj e m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	s u fj o m v a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
s u fj e m v	-4.887	Insert [a] at -1	s u fj e m v a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
s u fj e m v	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	s u fj m v a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh i fj e m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh i fj o m v a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
zh i fj e m v	-4.887	Insert [a] at -1	zh i fj e m v a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
zh i fj e m v	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	zh i fj m v a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
zh a fj e m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	zh a fj o m v a	-0.278	-0.278	0.9893402585901255	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
zh a fj e m v	-4.887	Insert [a] at -1	zh a fj e m v a	0	-4.887	0.009855585157135447	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
zh a fj e m v	-5.201	Insert [a] at -1, Delete 1 segment at last nucleus	zh a fj m v a	-2.192	-7.393	0.0008041562527390945	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
xj i f m o v	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	xj i f m v a	-0.747	-0.759	0.5839239493717786	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
xj i f m o v	-0.064	Insert [a] at -1, Delete 1 segment at last nucleus	xj i f m v a	-1.062	-1.1260000000000001	0.4045481440971812	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
xj i f m o v	-4.684	Insert [a] at -1	xj i f m o v a	0	-4.684	0.011527906531040268	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
r a f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	r a f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
r a f o m v	-4.684	Insert [a] at -1	r a f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
r a f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	r a f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
x a f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x a f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x a f o m v	-4.684	Insert [a] at -1	x a f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x a f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	x a f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
t u f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	t u f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
t u f o m v	-4.684	Insert [a] at -1	t u f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
t u f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	t u f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
b u f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u f o m v	-4.684	Insert [a] at -1	b u f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
b u f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	b u f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
b u f mj e v	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	b u f m v a	-0.961	-0.973	0.8961347585850137	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
b u f mj e v	-1.125	Insert [a] at -1, Delete 1 segment at last nucleus	b u f mj v a	-2.192	-3.317	0.08597794431192929	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
b u f mj e v	-4.887	Insert [a] at -1	b u f mj e v a	0	-4.887	0.01788729710305708	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
x u f o m v	0	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	x u f o m v a	-0.064	-0.064	0.9845211489147133	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x u f o m v	-4.684	Insert [a] at -1	x u f o m v a	0	-4.684	0.009700286098182439	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
x u f o m v	-4.14	Insert [a] at -1, Delete 1 segment at last nucleus	x u f m v a	-1.062	-5.202	0.005778564987104224	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
f mj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m v a	-0.999	-1.022	0.8972334179213992	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
f mj e v	-1.14	Insert [a] at -1, Delete 1 segment at last nucleus	f mj v a	-2.251	-3.391	0.0839579475307837	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
f mj e v	-4.887	Insert [a] at -1	f mj e v a	0	-4.887	0.01880863454781708	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
fj e m v	-0.01	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	fj o m v a	-0.278	-0.28800000000000003	0.9892915887973825	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
fj e m v	-4.887	Insert [a] at -1	fj e m v a	0	-4.887	0.009954145724449071	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
fj e m v	-5.216	Insert [a] at -1, Delete 1 segment at last nucleus	fj m v a	-2.251	-7.4670000000000005	0.0007542654781683936	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
f mj e v	-0.023	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	f m v a	-0.999	-1.022	0.8972334179213992	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
f mj e v	-1.14	Insert [a] at -1, Delete 1 segment at last nucleus	f mj v a	-2.251	-3.391	0.0839579475307837	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
f mj e v	-4.887	Insert [a] at -1	f mj e v a	0	-4.887	0.01880863454781708	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
bj i f m o v	-0.012	Insert [a] at -1, Delete 1 segment at last nucleus, Mutate the segment(s) at -6 to [+back]	bj i f m v a	-0.747	-0.759	0.5839239493717786	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
