base	derivative	probability	sublexicon	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	[-syllabic]$	[+syllabic]$	[-sonorant,-continuant]$	[-sonorant,+continuant]$	[+sonorant,-continuant]$	[+sonorant,+continuant]$	a$	o$	i$	e$	j e$	[-syllabic,+high] e$	ɛ̃$	õ$	ã$	[+nasal]$	j ɛ̃$	[-syllabic,+high] ɛ̃$	œ ʁ$	t œ ʁ$	ʁ$	a ʁ$	F: Ident [continuant]	F: Ident [voice]	F: Ident [nasal]
m ø n j e	m ø n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b u t i k j e	b u t i k j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɡ õ d o l j e	ɡ õ d o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a ʁ o l j e	p a ʁ o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p o t j e	p o t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k o e k i p j e	k o e k i p j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e t ʁ ã ʒ e	e t ʁ ã ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e k o t j e	e k o t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k ɥ i z i n j e	k ɥ i z i n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
s e z o n j e	s e z o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f e ʁ o n j e	f e ʁ o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k o e k i p j e	k o e k i p j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
w a z ə l j e	w a z ə l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p o s t j e	p o s t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
o m o n j e	o m o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a t i s j e	p a t i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m œ ʁ t ʁ i j e	m œ ʁ t ʁ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
s y k ʁ i j e	s y k ʁ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m a t l a s j e	m a t l a s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m a ʁ e ʃ e	m a ʁ e ʃ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b i s t ʁ o t j e	b i s t ʁ o t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k ɛ̃ k a j e	k ɛ̃ k a j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ u t j e	ʁ u t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
l i m o n j e	l i m o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f e ʁ m j e	f e ʁ m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p ʁ ə m j e	p ʁ ə m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k ʁ e m j e	k ʁ e m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b e ʁ ʒ e	b e ʁ ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ o t y ʁ j e	ʁ o t y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m a ɡ a z i n j e	m a ɡ a z i n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t o l j e	t o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k o s t y m j e	k o s t y m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
l i m o n a d j e	l i m o n a d j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
f i n ã s j e	f i n ã s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɛ̃ f i ʁ m j e	ɛ̃ f i ʁ m j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b ã k j e	b ã k j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
t ɛ̃ t y ʁ j e	t ɛ̃ t y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ɡ i ʃ t j e	ɡ i ʃ t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
s e ʁ y ʁ j e	s e ʁ y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a s m ã t j e	p a s m ã t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e k o l j e	e k o l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a s a ʒ e	p a s a ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
e ʁ i t j e	e ʁ i t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p e ʁ y k j e	p e ʁ y k j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m e s a ʒ e	m e s a ʒ ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
n u ʁ i s j e	n u ʁ i s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
a v ã t y ʁ j e	a v ã t y ʁ j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b a ʃ ə l j e	b a ʃ ə l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
p a l f ʁ ə n j e	p a l f ʁ ə n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
m e ʁ s j e	m e ʁ s j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k y l o t j e	k y l o t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ ə v ʁ i j e	ʃ ə v ʁ i j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k a v a l j e	k a v a l j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʁ ã t j e	ʁ ã t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
b i ʒ u t j e	b i ʒ u t j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ʃ i f o n j e	ʃ i f o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
k o ʁ d o n j e	k o ʁ d o n j ɛ ʁ	1	Insert [ʁ] at -1, Mutate the segment(s) at last nucleus to [ɛ]	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
v j e j a ʁ	v j e j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p i j a ʁ	p i j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a ʁ o	f a ʁ o d	1	Insert [d] at -1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f ɥ i j a ʁ	f ɥ i j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t o l a ʁ	t o l a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f i n o	f i n o d	1	Insert [d] at -1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o ʁ i b õ	m o ʁ i b õ d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a k i z a ʁ	m a k i z a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k l o ʃ a ʁ	k l o ʃ a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u ʃ a ʁ	m u ʃ a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t ʁ y ã	t ʁ y ã d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p o ʃ a ʁ	p o ʃ a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ã d a ʁ	p ã d a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k ʁ ə v a ʁ	k ʁ ə v a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
t ʁ u j a ʁ	t ʁ u j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ø l a ʁ	ɡ ø l a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
p ʁ e t ã s j a ʁ	p ʁ e t ã s j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʒ e ɲ a ʁ	ʒ e ɲ a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v ã t a ʁ	v ã t a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ ã s a ʁ	ʃ ã s a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n i ɡ o	n i ɡ o d	1	Insert [d] at -1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
l u b a ʁ	l u b a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a l m ã	a l m ã d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s n o b i n a ʁ	s n o b i n a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d e b ʁ u j a ʁ	d e b ʁ u j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m õ t a ɲ a ʁ	m õ t a ɲ a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f l a m ã	f l a m ã d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s w a f a ʁ	s w a f a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f l e m a ʁ	f l e m a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ o	ʃ o d	1	Insert [d] at -1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s a v w a j a ʁ	s a v w a j a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b l õ	b l õ d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
y s a ʁ	y s a ʁ d	1	Insert [d] at -1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ʁ ã	ɡ ʁ ã d	1	Insert [d] at -1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
