base	base.harmony	change	derivative	derivative.harmony	harmony.sum	probability	^([-syllabic] ?)*([+syllabic] ?)+([-syllabic] ?)*$	t$	ʧ$	p$	k$	[+sonorant] t$	[+sonorant] ʧ$	[+sonorant] p$	[+sonorant] k$	[-sonorant] t$	[-sonorant] ʧ$	[-sonorant] p$	[-sonorant] k$	[+syllabic] t$	[+syllabic] ʧ$	[+syllabic] p$	[+syllabic] k$	[-syllabic] t$	[-syllabic] ʧ$	[-syllabic] p$	[-syllabic] k$	[+syllabic,+high] t$	[+syllabic,+high] ʧ$	[+syllabic,+high] p$	[+syllabic,+high] k$	[+syllabic,-high] t$	[+syllabic,-high] ʧ$	[+syllabic,-high] p$	[+syllabic,-high] k$	^([-syllabic] ?)*([+syllabic] ?)+([-syllabic] ?)*$	t$	ʧ$	p$	k$	[+sonorant] t$	[+sonorant] ʧ$	[+sonorant] p$	[+sonorant] k$	[-sonorant] t$	[-sonorant] ʧ$	[-sonorant] p$	[-sonorant] k$	[+syllabic] t$	[+syllabic] ʧ$	[+syllabic] p$	[+syllabic] k$	[-syllabic] t$	[-syllabic] ʧ$	[-syllabic] p$	[-syllabic] k$	[+syllabic,+high] t$	[+syllabic,+high] ʧ$	[+syllabic,+high] p$	[+syllabic,+high] k$	[+syllabic,-high] t$	[+syllabic,-high] ʧ$	[+syllabic,-high] p$	[+syllabic,-high] k$	F: Ident [back]	F: Ident [labial]	F: Ident [coronal]	F: Ident [dorsal]
d y j y k	0	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	d y j y i	0	0	0.9195466295427535	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
d y j y k	-2.656	Insert [i] at -1	d y j y k i	0	-2.656	0.08044228589049765	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d y j y k	-10.701	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	d y j y g i	0	-10.701	0.00001108456674887012	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a t	-0.245	Insert [i] at -1	f a t i	0	-0.245	0.9744874587109307	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a t	-3.043	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	f a d i	0	-3.043	0.02551254128701794	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f a t	-13.528	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	f a t	-13.384	-26.912	2.0513913271671257e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ɡ e p	-1.71	Insert [i] at -1	ɡ e p i	0	-1.71	0.5189263285108723	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ e p	-0.941	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ɡ e b i	0	-0.941	0.4810736713207234	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ e p	-11.742	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ɡ e p	-11.597	-23.339	1.6840445122066997e-10	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ɡ e v i t	-0.58	Insert [i] at -1	ɡ e v i t i	0	-0.58	0.8105735862188107	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ e v i t	-1.189	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ɡ e v i d i	0	-1.189	0.18942641262561957	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ e v i t	-10.406	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ɡ e v i t	-10.323	-20.729	1.1555696882202748e-9	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ɡ i n ʧ	-1.449	Insert [i] at -1	ɡ i n ʧ i	0	-1.449	0.5760896965801742	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ i n ʧ	-0.911	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ɡ i n ʤ i	0	-0.911	0.42391029685901166	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ i n ʧ	-9.825	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ɡ i n ʧ	-9.695	-19.52	6.560814143750935e-9	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ø n t	-0.396	Insert [i] at -1	ɡ ø n t i	0	-0.396	0.9246827492001632	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ø n t	-2.059	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ɡ ø n d i	0	-2.059	0.0753172507265003	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ ø n t	-11.784	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ɡ ø n t	-11.65	-23.434	7.333641756912144e-11	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ o j u p	-0.232	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	ɡ o j u b i	0	-0.232	0.837977811426811	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ o j u p	-2.72	Insert [i] at -1	ɡ o j u p i	0	-2.72	0.1620221614718141	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ɡ o j u p	-9.096	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	ɡ o j u p	-9.008	-18.104	2.7101374761825654e-8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
h a n t	-0.396	Insert [i] at -1	h a n t i	0	-0.396	0.9246827492001632	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h a n t	-2.059	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	h a n d i	0	-2.059	0.0753172507265003	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h a n t	-11.784	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	h a n t	-11.65	-23.434	7.333641756912144e-11	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h e l k	-0.476	Insert [i] at -1	h e l k i	0	-0.476	0.8889018737437634	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h e l k	-1.714	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	h e l g i	0	-1.714	0.11074667082653494	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h e l k	-8.092	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	h e l i	0	-8.092	0.00035145542970173624	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
h e v e ʧ	-0.962	Insert [i] at -1	h e v e ʧ i	0	-0.962	0.6451394097437377	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h e v e ʧ	-0.715	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	h e v e ʤ i	0	-0.715	0.354860562140854	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h e v e ʧ	-8.889	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	h e v e ʧ	-8.802	-17.691	2.8115408276825185e-8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
h i t	-0.58	Insert [i] at -1	h i t i	0	-0.58	0.8823361736032795	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h i t	-1.75	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	h i d i	0	-1.75	0.11766382638862602	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h i t	-12.957	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	h i t	-12.818	-25.775	8.094458909292465e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
h ø k	-1.993	Insert [i] at -1	h ø k i	0	-1.993	0.9650413209245042	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h ø k	-2.599	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	h ø i	-2.494	-5.093	0.03490086775018883	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
h ø k	-10.871	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	h ø g i	0	-10.871	0.00005781132530692671	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k ø ʧ	-0.962	Insert [i] at -1	k ø ʧ i	0	-0.962	0.760922091814428	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k ø ʧ	-1.275	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	k ø ʤ i	0	-1.275	0.239077907971965	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k ø ʧ	-11.44	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	k ø ʧ	-11.296	-22.735999999999997	2.1360693766648031e-10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k u n u p	-0.232	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	k u n u b i	0	-0.232	0.837977811426811	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k u n u p	-2.72	Insert [i] at -1	k u n u p i	0	-2.72	0.1620221614718141	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k u n u p	-9.096	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	k u n u p	-9.008	-18.104	2.7101374761825654e-8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k y r p	-1.196	Insert [i] at -1	k y r p i	0	-1.196	0.6191027062244401	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k y r p	-0.837	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	k y r b i	0	-0.837	0.38089725954487325	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k y r p	-8.897	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	k y r p	-8.79	-17.686999999999998	3.423068665827969e-8	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m a ɯ ʧ	-0.816	Insert [i] at -1	m a ɯ ʧ i	0	-0.816	0.80372516836646	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a ɯ ʧ	-1.381	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m a ɯ ʤ i	0	-1.381	0.196274831263036	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m a ɯ ʧ	-11.117	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m a ɯ ʧ	-10.977	-22.094	3.7050390706548947e-10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
m e s e k	-0.048	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m e s e i	0	-0.048	0.8488020251359824	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m e s e k	-1.993	Insert [i] at -1	m e s e k i	0	-1.993	0.151182119640961	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m e s e k	-10.311	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m e s e g i	0	-10.311	0.00001585522305664067	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m ɯ t	-0.58	Insert [i] at -1	m ɯ t i	0	-0.58	0.8823361736032795	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m ɯ t	-1.75	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m ɯ d i	0	-1.75	0.11766382638862602	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m ɯ t	-12.957	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m ɯ t	-12.818	-25.775	8.094458909292465e-12	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
m o k	-1.993	Insert [i] at -1	m o k i	0	-1.993	0.9650413209245042	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m o k	-2.599	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m o i	-2.494	-5.093	0.03490086775018883	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
m o k	-10.871	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m o g i	0	-10.871	0.00005781132530692671	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u n ʧ	-1.449	Insert [i] at -1	m u n ʧ i	0	-1.449	0.5760896965801742	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u n ʧ	-0.911	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m u n ʤ i	0	-0.911	0.42391029685901166	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u n ʧ	-9.825	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m u n ʧ	-9.695	-19.52	6.560814143750935e-9	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u j u t	-0.58	Insert [i] at -1	m u j u t i	0	-0.58	0.8105735862188107	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u j u t	-1.189	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	m u j u d i	0	-1.189	0.18942641262561957	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
m u j u t	-10.406	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	m u j u t	-10.323	-20.729	1.1555696882202748e-9	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
n ɯ ʧ	-0.816	Insert [i] at -1	n ɯ ʧ i	0	-0.816	0.80372516836646	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n ɯ ʧ	-1.381	Insert [i] at -1, Mutate the segment(s) at -2 to [+voice]	n ɯ ʤ i	0	-1.381	0.196274831263036	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n ɯ ʧ	-11.117	Mutate the segment(s) at -2 to [+syllabic,-consonantal,+sonorant,+continuant,0delayed_release,+approximant,+voice,+front,-back,+tense]	n ɯ ʧ	-10.977	-22.094	3.7050390706548947e-10	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
n i k e t	-0.245	Insert [i] at -1	n i k e t i	0	-0.245	0.9561752085135369	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
